"","db030","hsize","db040","rb030","age","rb090","pl030","pb220a","py010n","py050n","py090n","py100n","py110n","py120n","py130n","py140n","hy040n","hy050n","hy070n","hy080n","hy090n","hy110n","hy130n","hy145n","eqss","eqincome","db090","rb050"
"7112",2870,1,"Styria",287001,77,"female","5","AT",0,0,0,1876.8,0,0,0,0,0,0,0,0,382.68,0,0,0,1,2259.48,616.340909090909,616.340909090909
"7113",2871,1,"Salzburg",287101,18,"female","4","EU",0,0,0,0,1975.78,0,0,0,0,1968.96,0,3666.66,37.29,1632.47,0,-346.9,1,9628.06,693.320388349514,693.320388349514
"7114",2872,1,"Vienna",287201,85,"female","5","AT",0,0,0,14733.78,0,0,0,0,0,0,0,0,58.18,0,0,0,1,14791.96,868.220417633411,868.220417633411
"7115",2873,2,"Lower Austria",287301,39,"female","2","AT",12773.02,1216.48,0,0,0,0,0,0,0,0,0,0,49.15,0,0,0,1.5,31327.52,515.101449275362,515.101449275362
"7116",2873,2,"Lower Austria",287302,45,"male","1","AT",32952.63,0,0,0,0,0,0,0,0,0,0,0,49.15,0,0,0,1.5,31327.52,515.101449275362,515.101449275362
"7117",2874,2,"Upper Austria",287401,29,"male","1","AT",21487.12,0,0,0,0,0,0,0,0,0,0,0,251.11,0,0,0,1.5,14492.1533333333,493.794392523365,493.794392523365
"7118",2874,2,"Upper Austria",287402,26,"female","7","AT",0,0,0,0,0,0,0,0,0,0,0,0,251.11,0,0,0,1.5,14492.1533333333,493.794392523365,493.794392523365
"7119",2875,2,"Styria",287501,43,"male","2","Other",17716.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,11811.12,536.892307692308,536.892307692308
"7120",2875,2,"Styria",287502,69,"female","7","AT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,11811.12,536.892307692308,536.892307692308
"7121",2876,4,"Vorarlberg",287601,50,"male","1","AT",18001.89,0,0,0,0,0,0,0,0,4608.34,0,0,33.31,0,0,-107.21,2.1,15107.7380952381,485.679245283019,485.679245283019
"7122",2876,4,"Vorarlberg",287602,48,"female","5","AT",0,0,0,8975.5,0,0,0,0,0,4608.34,0,0,33.31,0,0,-107.21,2.1,15107.7380952381,485.679245283019,485.679245283019
"7123",2876,4,"Vorarlberg",287603,12,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4608.34,0,0,33.31,0,0,-107.21,2.1,15107.7380952381,485.679245283019,485.679245283019
"7124",2876,4,"Vorarlberg",287604,11,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4608.34,0,0,33.31,0,0,-107.21,2.1,15107.7380952381,485.679245283019,485.679245283019
"7125",2877,2,"Styria",287701,53,"male","1","AT",25214.25,0,0,0,0,0,0,0,0,0,0,0,800.57,0,4046.6,-876.76,1.5,29252.46,536.892307692308,536.892307692308
"7126",2877,2,"Styria",287702,52,"female","1","AT",21033.71,0,0,0,0,0,0,0,0,0,0,0,800.57,0,4046.6,-876.76,1.5,29252.46,536.892307692308,536.892307692308
"7127",2878,2,"Vienna",287801,64,"female","7","AT",0,0,0,0,0,0,0,0,0,0,0,0,392.07,0,0,0,1.5,28353.2,651.867605633803,651.867605633803
"7128",2878,2,"Vienna",287802,66,"male","5","AT",0,0,0,42137.73,0,0,0,0,0,0,0,0,392.07,0,0,0,1.5,28353.2,651.867605633803,651.867605633803
"7129",2879,4,"Carinthia",287901,30,"female","2","AT",0,0,2007.58,0,0,0,0,0,0,4435.36,0,0,687.38,0,0,-451.71,2.1,12962.5238095238,518.619047619048,518.619047619048
"7130",2879,4,"Carinthia",287902,27,"male","1","AT",16765.23,0,2874.04,0,0,0,0,0,0,4435.36,0,0,687.38,0,0,-451.71,2.1,12962.5238095238,518.619047619048,518.619047619048
"7131",2879,4,"Carinthia",287903,6,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4435.36,0,0,687.38,0,0,-451.71,2.1,12962.5238095238,518.619047619048,518.619047619048
"7132",2879,4,"Carinthia",287904,2,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4435.36,0,0,687.38,0,0,-451.71,2.1,12962.5238095238,518.619047619048,518.619047619048
"7133",2880,2,"Styria",288001,48,"female","2","AT",11888.25,0,0,0,0,0,0,0,0,0,0,0,12.36,0,3459.83,0,1.5,24787.1733333333,536.892307692308,536.892307692308
"7134",2880,2,"Styria",288002,49,"male","1","AT",28739.98,0,0,0,0,0,0,0,0,0,0,0,12.36,0,3459.83,0,1.5,24787.1733333333,536.892307692308,536.892307692308
"7135",2881,1,"Burgenland",288101,63,"female","5","AT",0,0,0,0,0,0,22518.46,0,0,0,0,0,329.64,0,0,0,1,22848.1,521.051724137931,521.051724137931
"7136",2882,1,"Styria",288201,22,"female","4","AT",1919.06,0,0,0,0,0,0,6798.94,0,0,0,0,0,0,0,-36.76,1,8754.76,616.340909090909,616.340909090909
"7137",2883,2,"Burgenland",288301,71,"female","5","AT",0,0,0,0,0,0,3181.39,0,0,3862.87,0,0,63.56,0,5691.85,0,1.5,37108.34,480.987804878049,480.987804878049
"7138",2883,2,"Burgenland",288302,74,"male","5","AT",0,0,0,54246.54,0,0,0,0,0,3862.87,0,0,63.56,0,5691.85,0,1.5,37108.34,480.987804878049,480.987804878049
"7139",2884,1,"Upper Austria",288401,65,"female","5","AT",0,0,0,20598.8,0,0,0,0,0,0,0,0,176.41,0,0,0,1,20775.21,643.25572519084,643.25572519084
"7140",2885,1,"Lower Austria",288501,54,"female","1","AT",8402.22,0,1205.3,0,0,0,0,0,0,0,0,0,222.11,0,0,0,1,9829.63,655.064615384615,655.064615384615
"7141",2886,3,"Lower Austria",288601,38,"male","1","AT",35263.32,0,0,0,0,0,0,0,0,3461.14,0,0,269.76,0,0,-376,2,28223.945,574.058201058201,574.058201058201
"7142",2886,3,"Lower Austria",288602,19,"male","1","AT",9174.74,0,3002.64,0,0,0,0,0,0,3461.14,0,0,269.76,0,0,-376,2,28223.945,574.058201058201,574.058201058201
"7143",2886,3,"Lower Austria",288603,18,"male","1","AT",4900.29,0,0,0,0,0,0,0,0,3461.14,0,0,269.76,0,0,-376,2,28223.945,574.058201058201,574.058201058201
"7144",2887,1,"Vienna",288701,68,"female","5","AT",0,0,0,8647.82,0,0,0,0,0,0,0,0,10.67,0,0,-320.08,1,8978.57,868.220417633411,868.220417633411
"7145",2888,1,"Vienna",288801,69,"female","5","AT",0,0,0,5730.46,0,0,0,0,0,0,0,0,0,0,0,0,1,5730.46,868.220417633411,868.220417633411
"7146",2889,1,"Vienna",288901,67,"male","5","AT",0,0,0,0,0,0,21364.1,0,0,0,0,0,0,0,2450.49,0,1,18913.61,868.220417633411,868.220417633411
"7147",2890,1,"Styria",289001,79,"female","5","AT",0,0,0,14384.93,0,0,0,0,0,0,0,0,0,0,0,0,1,14384.93,616.340909090909,616.340909090909
"7148",2891,2,"Styria",289101,53,"male","1","AT",12739.25,0,0,0,0,0,0,0,4182.27,0,0,0,0,0,0,0,1.5,11281.0133333333,536.892307692308,536.892307692308
"7149",2891,2,"Styria",289102,52,"female","7","AT",0,0,0,0,0,0,0,0,4182.27,0,0,0,0,0,0,0,1.5,11281.0133333333,536.892307692308,536.892307692308
"7150",2892,7,"Vienna",289201,43,"male","1","Other",18897.86,0,0,0,0,0,0,0,0,12882.89,0,0,223.72,0,0,-591.34,3.4,9587.00294117647,542.666666666667,542.666666666667
"7151",2892,7,"Vienna",289202,41,"female","6","Other",0,0,0,0,0,0,0,0,0,12882.89,0,0,223.72,0,0,-591.34,3.4,9587.00294117647,542.666666666667,542.666666666667
"7152",2892,7,"Vienna",289203,16,"male","4","AT",0,0,0,0,0,0,0,0,0,12882.89,0,0,223.72,0,0,-591.34,3.4,9587.00294117647,542.666666666667,542.666666666667
"7153",2892,7,"Vienna",289204,15,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12882.89,0,0,223.72,0,0,-591.34,3.4,9587.00294117647,542.666666666667,542.666666666667
"7154",2892,7,"Vienna",289205,10,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12882.89,0,0,223.72,0,0,-591.34,3.4,9587.00294117647,542.666666666667,542.666666666667
"7155",2892,7,"Vienna",289206,9,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12882.89,0,0,223.72,0,0,-591.34,3.4,9587.00294117647,542.666666666667,542.666666666667
"7156",2892,7,"Vienna",289207,3,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12882.89,0,0,223.72,0,0,-591.34,3.4,9587.00294117647,542.666666666667,542.666666666667
"7157",2893,6,"Styria",289301,42,"male","1","AT",13367.54,0,0,0,0,0,0,0,0,7268.8,0,0,1.11,0,0,-774.74,3.3,15280.8242424242,458.8,458.8
"7158",2893,6,"Styria",289302,80,"female","5","AT",0,0,0,12770.73,0,0,0,0,0,7268.8,0,0,1.11,0,0,-774.74,3.3,15280.8242424242,458.8,458.8
"7159",2893,6,"Styria",289303,17,"male","1","AT",9292.48,0,0,0,0,0,0,0,0,7268.8,0,0,1.11,0,0,-774.74,3.3,15280.8242424242,458.8,458.8
"7160",2893,6,"Styria",289304,40,"female","2","AT",6951.32,0,0,0,0,0,0,0,0,7268.8,0,0,1.11,0,0,-774.74,3.3,15280.8242424242,458.8,458.8
"7161",2893,6,"Styria",289305,14,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7268.8,0,0,1.11,0,0,-774.74,3.3,15280.8242424242,458.8,458.8
"7162",2893,6,"Styria",289306,11,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7268.8,0,0,1.11,0,0,-774.74,3.3,15280.8242424242,458.8,458.8
"7163",2894,2,"Lower Austria",289401,58,"male","1","Other",11887.74,0,0,0,0,0,0,0,0,0,0,0,605.93,0,0,-555.43,1.5,17866.9866666667,515.101449275362,515.101449275362
"7164",2894,2,"Lower Austria",289402,49,"female","1","AT",13751.38,0,0,0,0,0,0,0,0,0,0,0,605.93,0,0,-555.43,1.5,17866.9866666667,515.101449275362,515.101449275362
"7165",2895,3,"Upper Austria",289501,41,"female","1","AT",12272.48,5739.91,2157.8,0,0,0,0,0,0,2724.63,0,0,124.89,0,5994.78,0,1.8,25326.2,507.699507389163,507.699507389163
"7166",2895,3,"Upper Austria",289502,42,"male","1","AT",28562.23,0,0,0,0,0,0,0,0,2724.63,0,0,124.89,0,5994.78,0,1.8,25326.2,507.699507389163,507.699507389163
"7167",2895,3,"Upper Austria",289503,13,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2724.63,0,0,124.89,0,5994.78,0,1.8,25326.2,507.699507389163,507.699507389163
"7168",2896,2,"Upper Austria",289601,44,"female","2","AT",22984.31,0,0,0,0,0,0,0,0,4675.11,0,2601.09,9.51,0,0,0,1.5,31457.3933333333,493.794392523365,493.794392523365
"7169",2896,2,"Upper Austria",289602,18,"male","1","AT",16070.62,0,0,0,0,0,0,845.45,0,4675.11,0,2601.09,9.51,0,0,0,1.5,31457.3933333333,493.794392523365,493.794392523365
"7170",2897,3,"Styria",289701,53,"female","1","AT",3007.07,0,0,0,0,0,0,0,0,0,0,0,9.65,0,0,-403.86,2,8803.735,482.021390374332,482.021390374332
"7171",2897,3,"Styria",289702,55,"male","1","AT",14186.89,0,0,0,0,0,0,0,0,0,0,0,9.65,0,0,-403.86,2,8803.735,482.021390374332,482.021390374332
"7172",2897,3,"Styria",289703,27,"male","7","AT",0,0,0,0,0,0,0,0,0,0,0,0,9.65,0,0,-403.86,2,8803.735,482.021390374332,482.021390374332
"7173",2898,4,"Upper Austria",289801,49,"male","1","AT",25015.18,0,0,0,0,0,0,0,0,3478.9,0,0,64.75,0,1058.63,0,2.1,21139.8523809524,492.875,492.875
"7174",2898,4,"Upper Austria",289802,46,"female","2","AT",16893.49,0,0,0,0,0,0,0,0,3478.9,0,0,64.75,0,1058.63,0,2.1,21139.8523809524,492.875,492.875
"7175",2898,4,"Upper Austria",289803,11,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3478.9,0,0,64.75,0,1058.63,0,2.1,21139.8523809524,492.875,492.875
"7176",2898,4,"Upper Austria",289804,8,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3478.9,0,0,64.75,0,1058.63,0,2.1,21139.8523809524,492.875,492.875
"7177",2899,5,"Styria",289901,32,"female","1","AT",0,21266.17,0,0,0,0,0,0,0,5922.9,0,5031.45,90.88,0,0,-826.18,2.4,25073.3333333333,455.571428571429,455.571428571429
"7178",2899,5,"Styria",289902,37,"male","1","AT",27038.42,0,0,0,0,0,0,0,0,5922.9,0,5031.45,90.88,0,0,-826.18,2.4,25073.3333333333,455.571428571429,455.571428571429
"7179",2899,5,"Styria",289903,6,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5922.9,0,5031.45,90.88,0,0,-826.18,2.4,25073.3333333333,455.571428571429,455.571428571429
"7180",2899,5,"Styria",289904,5,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5922.9,0,5031.45,90.88,0,0,-826.18,2.4,25073.3333333333,455.571428571429,455.571428571429
"7181",2899,5,"Styria",289905,3,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5922.9,0,5031.45,90.88,0,0,-826.18,2.4,25073.3333333333,455.571428571429,455.571428571429
"7182",2900,2,"Tyrol",290001,77,"male","5","AT",0,0,0,0,0,0,22938.67,0,0,0,0,0,2.12,0,0,0,1.5,18098.7266666667,567.154362416107,567.154362416107
"7183",2900,2,"Tyrol",290002,71,"female","5","AT",0,0,0,4207.3,0,0,0,0,0,0,0,0,2.12,0,0,0,1.5,18098.7266666667,567.154362416107,567.154362416107
"7184",2901,2,"Upper Austria",290101,29,"male","1","EU",22757.62,0,0,0,0,0,0,0,0,0,0,0,187.93,0,0,-469.83,1.5,21522.68,493.794392523365,493.794392523365
"7185",2901,2,"Upper Austria",290102,26,"female","2","AT",8868.64,0,0,0,0,0,0,0,0,0,0,0,187.93,0,0,-469.83,1.5,21522.68,493.794392523365,493.794392523365
"7186",2902,2,"Tyrol",290201,75,"male","5","AT",0,0,0,3784.86,0,0,0,0,0,0,0,0,0,0,0,0,1.5,14649.7266666667,567.154362416107,567.154362416107
"7187",2902,2,"Tyrol",290202,75,"female","5","AT",0,0,0,18189.73,0,0,0,0,0,0,0,0,0,0,0,0,1.5,14649.7266666667,567.154362416107,567.154362416107
"7188",2903,2,"Styria",290301,75,"male","5","AT",0,0,0,14722.15,0,0,0,0,0,0,0,0,4145.82,0,0,-389.71,1.5,21309.4533333333,536.892307692308,536.892307692308
"7189",2903,2,"Styria",290302,80,"female","5","AT",0,0,0,12706.5,0,0,0,0,0,0,0,0,4145.82,0,0,-389.71,1.5,21309.4533333333,536.892307692308,536.892307692308
"7190",2904,5,"Lower Austria",290401,34,"female","1","AT",12267.78,0,0,0,0,0,0,0,0,4576.48,0,0,1.14,0,0,-342.64,2.6,12912.1153846154,538.170731707317,538.170731707317
"7191",2904,5,"Lower Austria",290402,35,"male","2","AT",2866.56,0,0,0,0,0,0,0,0,4576.48,0,0,1.14,0,0,-342.64,2.6,12912.1153846154,538.170731707317,538.170731707317
"7192",2904,5,"Lower Austria",290403,65,"male","5","Other",0,0,0,13516.9,0,0,0,0,0,4576.48,0,0,1.14,0,0,-342.64,2.6,12912.1153846154,538.170731707317,538.170731707317
"7193",2904,5,"Lower Austria",290404,11,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4576.48,0,0,1.14,0,0,-342.64,2.6,12912.1153846154,538.170731707317,538.170731707317
"7194",2904,5,"Lower Austria",290405,9,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4576.48,0,0,1.14,0,0,-342.64,2.6,12912.1153846154,538.170731707317,538.170731707317
"7195",2905,2,"Upper Austria",290501,57,"male","1","AT",44026.87,0,0,0,0,0,0,0,0,0,0,0,119.02,0,0,0,1.5,41461.7466666667,493.794392523365,493.794392523365
"7196",2905,2,"Upper Austria",290502,39,"female","1","AT",18046.73,0,0,0,0,0,0,0,0,0,0,0,119.02,0,0,0,1.5,41461.7466666667,493.794392523365,493.794392523365
"7197",2906,4,"Vienna",290601,59,"female","5","AT",0,0,0,15299.6,0,0,0,0,0,3402.3,0,0,0,0,0,-623.82,2.5,10166.456,666.979166666667,666.979166666667
"7198",2906,4,"Vienna",290602,57,"male","6","Other",0,0,3452.17,0,0,0,0,0,0,3402.3,0,0,0,0,0,-623.82,2.5,10166.456,666.979166666667,666.979166666667
"7199",2906,4,"Vienna",290603,19,"female","4","Other",2437.06,0,0,0,0,0,0,0,0,3402.3,0,0,0,0,0,-623.82,2.5,10166.456,666.979166666667,666.979166666667
"7200",2906,4,"Vienna",290604,17,"female","4","AT",201.19,0,0,0,0,0,0,0,0,3402.3,0,0,0,0,0,-623.82,2.5,10166.456,666.979166666667,666.979166666667
"7201",2907,2,"Lower Austria",290701,61,"male","5","AT",0,0,0,32490.95,0,0,0,0,0,0,0,0,362.5,0,0,0,1.5,39648.1733333333,515.101449275362,515.101449275362
"7202",2907,2,"Lower Austria",290702,58,"female","5","AT",0,0,0,26618.81,0,0,0,0,0,0,0,0,362.5,0,0,0,1.5,39648.1733333333,515.101449275362,515.101449275362
"7203",2908,3,"Upper Austria",290801,45,"female","7","AT",0,0,0,0,0,0,0,0,0,0,0,0,170.19,0,0,0,2,22283.735,507.699507389163,507.699507389163
"7204",2908,3,"Upper Austria",290802,23,"male","4","AT",0,0,0,0,0,0,0,7164.13,0,0,0,0,170.19,0,0,0,2,22283.735,507.699507389163,507.699507389163
"7205",2908,3,"Upper Austria",290803,51,"male","1","AT",37233.15,0,0,0,0,0,0,0,0,0,0,0,170.19,0,0,0,2,22283.735,507.699507389163,507.699507389163
"7206",2909,4,"Lower Austria",290901,47,"male","1","AT",37490.02,0,0,0,0,0,0,0,0,0,0,0,98.84,0,0,0,2.5,16670.768,556.426035502959,556.426035502959
"7207",2909,4,"Lower Austria",290902,40,"female","7","AT",0,0,0,0,0,0,0,0,0,0,0,0,98.84,0,0,0,2.5,16670.768,556.426035502959,556.426035502959
"7208",2909,4,"Lower Austria",290903,22,"female","1","AT",1417.88,0,0,0,0,0,0,0,0,0,0,0,98.84,0,0,0,2.5,16670.768,556.426035502959,556.426035502959
"7209",2909,4,"Lower Austria",290904,22,"male","1","AT",2670.18,0,0,0,0,0,0,0,0,0,0,0,98.84,0,0,0,2.5,16670.768,556.426035502959,556.426035502959
"7210",2910,2,"Vienna",291001,81,"female","5","AT",8234.67,0,0,9607.11,0,0,0,0,0,0,0,0,0,0,0,-169.36,1.5,21840.8,651.867605633803,651.867605633803
"7211",2910,2,"Vienna",291002,87,"male","5","Other",0,0,0,0,0,0,14750.06,0,0,0,0,0,0,0,0,-169.36,1.5,21840.8,651.867605633803,651.867605633803
"7212",2911,1,"Vienna",291101,43,"male","1","AT",24788.01,0,0,0,0,0,0,0,0,0,0,0,339.35,0,0,0,1,25127.36,868.220417633411,868.220417633411
"7213",2912,1,"Upper Austria",291201,56,"male","1","AT",18453.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18453.83,643.25572519084,643.25572519084
"7214",2913,5,"Upper Austria",291301,41,"female","1","AT",14291.72,0,0,0,0,0,0,0,0,4022.25,0,0,1825.04,0,0,-311.68,2.6,14172.65,475.354430379747,475.354430379747
"7215",2913,5,"Upper Austria",291302,40,"male","1","AT",0,10961.5,0,0,0,0,0,0,0,4022.25,0,0,1825.04,0,0,-311.68,2.6,14172.65,475.354430379747,475.354430379747
"7216",2913,5,"Upper Austria",291303,39,"female","7","AT",0,0,5436.7,0,0,0,0,0,0,4022.25,0,0,1825.04,0,0,-311.68,2.6,14172.65,475.354430379747,475.354430379747
"7217",2913,5,"Upper Austria",291304,11,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4022.25,0,0,1825.04,0,0,-311.68,2.6,14172.65,475.354430379747,475.354430379747
"7218",2913,5,"Upper Austria",291305,9,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4022.25,0,0,1825.04,0,0,-311.68,2.6,14172.65,475.354430379747,475.354430379747
"7219",2914,7,"Carinthia",291401,47,"male","1","AT",29820.91,0,0,0,0,0,0,0,0,11941.29,0,0,0,0,1178.92,0,3.4,13820.9470588235,439.333333333333,439.333333333333
"7220",2914,7,"Carinthia",291402,43,"female","7","AT",0,0,0,0,0,0,0,0,0,11941.29,0,0,0,0,1178.92,0,3.4,13820.9470588235,439.333333333333,439.333333333333
"7221",2914,7,"Carinthia",291403,21,"male","1","AT",6407.94,0,0,0,0,0,0,0,0,11941.29,0,0,0,0,1178.92,0,3.4,13820.9470588235,439.333333333333,439.333333333333
"7222",2914,7,"Carinthia",291404,15,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11941.29,0,0,0,0,1178.92,0,3.4,13820.9470588235,439.333333333333,439.333333333333
"7223",2914,7,"Carinthia",291405,9,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11941.29,0,0,0,0,1178.92,0,3.4,13820.9470588235,439.333333333333,439.333333333333
"7224",2914,7,"Carinthia",291406,5,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11941.29,0,0,0,0,1178.92,0,3.4,13820.9470588235,439.333333333333,439.333333333333
"7225",2914,7,"Carinthia",291407,1,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11941.29,0,0,0,0,1178.92,0,3.4,13820.9470588235,439.333333333333,439.333333333333
"7226",2915,4,"Tyrol",291501,24,"male","1","AT",16090.28,6373,0,0,0,3182.69,0,0,0,0,0,0,2327.78,0,0,0,2.5,26046.396,493.382352941176,493.382352941176
"7227",2915,4,"Tyrol",291502,27,"female","1","AT",12244.41,0,0,0,0,0,0,0,0,0,0,0,2327.78,0,0,0,2.5,26046.396,493.382352941176,493.382352941176
"7228",2915,4,"Tyrol",291503,60,"male","1","EU",0,19506.19,0,0,0,0,0,0,0,0,0,0,2327.78,0,0,0,2.5,26046.396,493.382352941176,493.382352941176
"7229",2915,4,"Tyrol",291504,55,"female","2","AT",4688,0,703.64,0,0,0,0,0,0,0,0,0,2327.78,0,0,0,2.5,26046.396,493.382352941176,493.382352941176
"7230",2916,2,"Carinthia",291601,47,"male","1","AT",32583.39,0,0,0,0,0,0,0,0,0,0,0,0,0,7426.29,0,1.5,18768.9333333333,535.793650793651,535.793650793651
"7231",2916,2,"Carinthia",291602,53,"female","5","AT",0,0,0,2996.3,0,0,0,0,0,0,0,0,0,0,7426.29,0,1.5,18768.9333333333,535.793650793651,535.793650793651
"7232",2917,3,"Burgenland",291701,44,"female","2","AT",10645.47,0,0,0,6873.93,0,0,0,0,4688.62,0,0,343.42,0,0,-98.12,1.8,21777.3166666667,476,476
"7233",2917,3,"Burgenland",291702,49,"male","1","AT",16549.61,0,0,0,0,0,0,0,0,4688.62,0,0,343.42,0,0,-98.12,1.8,21777.3166666667,476,476
"7234",2917,3,"Burgenland",291703,3,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4688.62,0,0,343.42,0,0,-98.12,1.8,21777.3166666667,476,476
"7235",2918,1,"Vienna",291801,29,"female","1","AT",27293.56,0,0,0,0,0,0,0,640.62,0,0,0,377.26,0,0,0,1,28311.44,868.220417633411,868.220417633411
"7236",2919,3,"Salzburg",291901,66,"female","5","AT",0,0,0,9718.13,0,0,0,0,658.05,3685.06,0,0,10821.22,0,0,0,2,32489.475,554.763636363636,554.763636363636
"7237",2919,3,"Salzburg",291902,83,"female","5","AT",0,0,0,8924.84,0,0,0,0,658.05,3685.06,0,0,10821.22,0,0,0,2,32489.475,554.763636363636,554.763636363636
"7238",2919,3,"Salzburg",291903,42,"male","1","AT",28777.37,0,2394.28,0,0,0,0,0,658.05,3685.06,0,0,10821.22,0,0,0,2,32489.475,554.763636363636,554.763636363636
"7239",2920,2,"Lower Austria",292001,43,"male","1","AT",16542.64,0,0,0,0,0,0,0,0,0,0,0,18.66,0,0,0,1.5,18389.3933333333,515.101449275362,515.101449275362
"7240",2920,2,"Lower Austria",292002,43,"female","1","Other",11022.79,0,0,0,0,0,0,0,0,0,0,0,18.66,0,0,0,1.5,18389.3933333333,515.101449275362,515.101449275362
"7241",2921,2,"Lower Austria",292101,49,"male","3","AT",22607.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,19458.9533333333,515.101449275362,515.101449275362
"7242",2921,2,"Lower Austria",292102,48,"female","1","AT",6580.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,19458.9533333333,515.101449275362,515.101449275362
"7243",2922,4,"Carinthia",292201,38,"male","1","AT",34419.08,0,0,0,0,0,0,0,0,4708.27,0,0,0,0,0,-364.84,2.3,17864.1391304348,518.619047619048,518.619047619048
"7244",2922,4,"Carinthia",292202,38,"female","2","AT",382.74,0,1212.59,0,0,0,0,0,0,4708.27,0,0,0,0,0,-364.84,2.3,17864.1391304348,518.619047619048,518.619047619048
"7245",2922,4,"Carinthia",292203,14,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4708.27,0,0,0,0,0,-364.84,2.3,17864.1391304348,518.619047619048,518.619047619048
"7246",2922,4,"Carinthia",292204,11,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4708.27,0,0,0,0,0,-364.84,2.3,17864.1391304348,518.619047619048,518.619047619048
"7247",2923,2,"Lower Austria",292301,64,"female","7","AT",0,0,0,0,0,0,0,0,0,0,0,0,47.54,0,0,0,1.5,9262.21333333333,515.101449275362,515.101449275362
"7248",2923,2,"Lower Austria",292302,69,"male","5","AT",0,0,0,0,0,0,13845.78,0,0,0,0,0,47.54,0,0,0,1.5,9262.21333333333,515.101449275362,515.101449275362
"7249",2924,2,"Styria",292401,43,"male","1","AT",3075.06,8434.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,7673.00666666667,536.892307692308,536.892307692308
"7250",2924,2,"Styria",292402,69,"female","7","AT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,7673.00666666667,536.892307692308,536.892307692308
"7251",2925,1,"Vienna",292501,55,"male","1","AT",16032.8,0,0,0,0,0,0,0,0,0,0,0,109.67,0,0,-1140.61,1,17283.08,868.220417633411,868.220417633411
"7252",2926,3,"Styria",292601,52,"male","3","AT",0,0,0,0,0,0,0,0,0,7402.76,0,0,63.55,0,0,-406.2,1.8,5869.01111111111,482.021390374332,482.021390374332
"7253",2926,3,"Styria",292602,46,"female","7","Other",0,2691.71,0,0,0,0,0,0,0,7402.76,0,0,63.55,0,0,-406.2,1.8,5869.01111111111,482.021390374332,482.021390374332
"7254",2926,3,"Styria",292603,7,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7402.76,0,0,63.55,0,0,-406.2,1.8,5869.01111111111,482.021390374332,482.021390374332
"7255",2927,4,"Vorarlberg",292701,42,"female","2","AT",8398.98,0,1356.21,4663.46,0,0,0,0,0,5817.15,0,0,65.5,0,0,0,2.3,8826.65217391304,485.679245283019,485.679245283019
"7256",2927,4,"Vorarlberg",292702,16,"female","6","AT",0,0,0,0,0,0,0,0,0,5817.15,0,0,65.5,0,0,0,2.3,8826.65217391304,485.679245283019,485.679245283019
"7257",2927,4,"Vorarlberg",292703,14,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5817.15,0,0,65.5,0,0,0,2.3,8826.65217391304,485.679245283019,485.679245283019
"7258",2927,4,"Vorarlberg",292704,5,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5817.15,0,0,65.5,0,0,0,2.3,8826.65217391304,485.679245283019,485.679245283019
